name,sic,cityba,afs,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
"accolade, inc.",7389,plymouth meeting,4,891492000.0,453457000.0,325508000.0,-108376000.0,0.0001,6000.0,19000.0,454383000.0,891492000.0,167487000.0,247950000.0,-328712000.0,-27614000.0,-48707000.0,-48015000.0,12157000.0,-420227000.0,437109000.0
"fast track solutions, inc.",6770,cranston,4,0.0,,,,0.0001,36000.0,,1850.0,0.0,,3951.0,,,-72051.0,,,-76986.0,-1850.0
igen networks corp,7363,lake elsinore,4,587525.0,82017.0,26731.0,,0.001,1192192.0,0.0,1458635.0,587525.0,1153826.0,900992.0,,-874261.0,-2639472.0,-974434.0,,-15185157.0,-923017.0
"nanovation microtech, inc.",2673,copenhagen,4,0.0,0.0,0.0,,0.001,81.0,0.0,151086.0,0.0,,27458.0,,-27458.0,-54061.0,,,-299873.0,-151086.0
simply good foods co,2000,denver,1,2039123000.0,309621000.0,90173000.0,,0.01,959000.0,15408000.0,870717000.0,2039123000.0,97960000.0,-99889000.0,2454000.0,91488000.0,5895000.0,60322000.0,,87561000.0,1168406000.0
"medmen enterprises, inc.",5990,culver city,4,487330788.0,117414711.0,21313672.0,,,,-32207910.0,709711298.0,487330788.0,282684143.0,40633097.0,14928198.0,-43666124.0,-9730812.0,-47260963.0,134176989.0,-679595695.0,213118052.0
azz inc,3640,fort worth,1,1039239000.0,334908000.0,12403000.0,-2434000.0,1.0,25071000.0,7647000.0,401828000.0,1039239000.0,131194000.0,-5610000.0,-7466000.0,11060000.0,22337000.0,30712000.0,207689000.0,559173000.0,637411000.0
jefferies financial group inc.,6211,new york,1,57978969000.0,,8443206000.0,-329656000.0,1.0,247032000.0,120820000.0,47724094000.0,57978969000.0,,775987000.0,-128812000.0,-981586000.0,,,,7340113000.0,10072634000.0
natures sunshine products inc,2834,lehi,2,,,,,,,,,,,,,,,,,,
kb home,1531,los angeles,1,5618933000.0,,609047000.0,,1.0,100151000.0,30300000.0,,5618933000.0,,-33347000.0,-22068000.0,-18067000.0,143364000.0,,69336000.0,2081288000.0,2886865000.0
helen of troy ltd,3634,hamilton,1,2348092000.0,1056074000.0,37368000.0,-7752000.0,0.1,2410000.0,4970000.0,1146011000.0,2348092000.0,571735000.0,59639000.0,-4006000.0,-63385000.0,56972000.0,64835000.0,134450000.0,928730000.0,1202081000.0
triccar inc.,1382,shreveport,4,3831.0,3831.0,,,0.0001,,,,3831.0,217241.0,2075.0,,-27711.0,-7384.0,-54050.0,,-223410.0,-213410.0
jefferies group llc,6211,new york,4,52171073000.0,,6220892000.0,-617765000.0,,,110846000.0,45483725000.0,,,554175000.0,-23537000.0,-1153158000.0,318816000.0,,858531000.0,,
northern technologies international corp,3470,circle pines,4,72800175.0,37228408.0,5880923.0,-522109.0,0.02,182197.0,929588.0,,72800175.0,7552895.0,-1309609.0,-399780.0,1053695.0,2053916.0,6063068.0,7177012.0,45917757.0,61374537.0
"digital brand media & marketing group, inc.",7389,new york,4,45737.0,44317.0,20451.0,-14010.0,0.001,757718.0,,5765310.0,45737.0,5717067.0,306246.0,0.0,-321450.0,-194046.0,-406791.0,1420.0,-15674934.0,-5719573.0
levere holdings corp.,6770,grand cayman,4,273671584.0,2066291.0,1662766.0,,,,,27411632.0,273671584.0,1215098.0,273008549.0,-271285320.0,-60463.0,-800759.0,-52688.0,,-800759.0,5000002.0
mitsubishi ufj financial group inc,6029,tokyo,1,,,,,,,,,,,,,,,,,,
sarissa capital acquisition corp.,6770,greenwich,4,201367995.0,1365791.0,1097856.0,,,,,37350656.0,201367995.0,14472.0,201434925.0,-200000000.0,-337069.0,-17826208.0,-87399.0,,-17826208.0,5000009.0
eg acquisition corp.,6770,new york,4,212928.0,,0.0,,,,,,212928.0,188704.0,,,0.0,-776.0,,,-776.0,24224.0
good works acquisition corp.,7374,houston,4,170977831.0,912833.0,613606.0,,0.001,4478.0,,644723.0,170977831.0,410781.0,171598004.0,-170000000.0,-662758.0,-1015510.0,-942294.0,,-1122540.0,333108.0
quantum fintech acquisition corp,6770,tampa,4,202339612.0,1078827.0,467961.0,446093.0,0.0001,563.0,,1997761.0,202339612.0,151823.0,202383868.0,-201250000.0,-687775.0,1742262.0,-237523.0,,1736842.0,5000003.0
hyliion holdings corp.,3713,cedar park,4,642408000.0,483243000.0,334718000.0,,0.0001,19000.0,,12723000.0,642408000.0,7885000.0,15587000.0,-59817000.0,-10757000.0,-16562000.0,-16731000.0,1350000.0,258589000.0,629685000.0
pontem corp,6770,new york,4,691481847.0,1032625.0,272809.0,272809.0,,,,49882453.0,691481847.0,207910.0,691360134.0,-690000000.0,-1087325.0,19133296.0,-407772.0,,-48402331.0,-48400606.0
carney technology acquisition corp. ii,6770,burlingame,4,403832888.0,1290213.0,644827.0,,,393.0,,26606133.0,403832888.0,,,,-190381.0,6243479.0,-238898.0,,4998606.0,5000005.0
180 life sciences corp.,2834,menlo park,4,55533370.0,4014958.0,2108544.0,,0.0001,2617.0,-20427.0,25246501.0,55533370.0,21421314.0,,14490724.0,-3871961.0,-10884058.0,-5648112.0,,-48357638.0,30286869.0
federal home loan bank of atlanta,6111,atlanta,4,,,,,,,,,,,,,,,,,,
park aerospace corp,3728,melville,4,165501000.0,132974000.0,39299000.0,-2296000.0,,2096000.0,1182000.0,28737000.0,165501000.0,10668000.0,-2038000.0,-4391000.0,4133000.0,2745000.0,3810000.0,22491000.0,-24356000.0,136764000.0
azar international corp.,4700,puerto plata,4,15037.0,12618.0,12618.0,,0.001,3895.0,,21597.0,15037.0,21597.0,3800.0,0.0,-18816.0,-30100.0,,152.0,-36410.0,-6560.0
agentix corp.,2821,dana point,4,57808.0,57808.0,7808.0,,0.001,34875.0,0.0,370117.0,57808.0,370117.0,180000.0,0.0,-414942.0,-1096921.0,-1096926.0,,-1460832.0,-312309.0
national energy services reunited corp.,1389,houston,2,1653482000.0,499466000.0,89268000.0,14256000.0,,846160000.0,1609000.0,0.0,1653482000.0,327087000.0,-19132000.0,-13128000.0,46482000.0,11472000.0,15961000.0,423649000.0,124688000.0,970945000.0
pure cycle corp,4941,watkins,4,109110000.0,22873000.0,19514000.0,,0.003,,5906000.0,8324000.0,109110000.0,6410000.0,59000.0,-2253000.0,193000.0,624000.0,3338000.0,55140000.0,-72687000.0,100786000.0
greenbrier companies inc,3743,lake oswego,1,3210167000.0,,628200000.0,-205198000.0,,,-6914000.0,,3210167000.0,,-41953000.0,-49292000.0,-123838000.0,19737000.0,-2132000.0,676010000.0,858947000.0,1286763000.0
"kushco holdings, inc.",3080,cypress,2,150370000.0,76209000.0,1102000.0,,0.001,159000.0,156000.0,30392000.0,150370000.0,22686000.0,20948000.0,-1192000.0,-29130000.0,-17470000.0,-12872000.0,7883000.0,-158118000.0,119978000.0
pareteum corp,7373,new york,2,208879000.0,19260000.0,5247000.0,-131000.0,0.0,546243000.0,-758000.0,49046000.0,208879000.0,40171000.0,23406000.0,-8742000.0,-14715000.0,-25119000.0,-13276000.0,5414000.0,-372889000.0,159833000.0
american software inc,7372,atlanta,2,177157000.0,136623000.0,88658000.0,8844000.0,,,759000.0,54766000.0,177157000.0,50664000.0,-7614000.0,-1298000.0,17756000.0,8089000.0,4361000.0,3428000.0,-15287000.0,122391000.0
imine corp,1400,indianapolis,4,5845.0,5845.0,845.0,,0.001,79792.0,0.0,896997.0,5845.0,896997.0,,,-180.0,-38126.0,-7880.0,,-12751207.0,-891152.0
concentrix corp,7389,fremont,4,5102240000.0,1476872000.0,131249000.0,-23870000.0,0.0001,5000.0,42121000.0,2572472000.0,5102240000.0,889613000.0,-182586000.0,-73773000.0,239115000.0,171715000.0,263113000.0,399422000.0,171715000.0,2529768000.0
"cannabis global, inc.",2836,los angeles,4,12247405.0,909888.0,268007.0,,0.001,78731.0,0.0,8671622.0,11640099.0,7340378.0,1459067.0,-7311.0,-1186087.0,-5272275.0,-1352691.0,1433408.0,-11329224.0,-365828.0
"tradefan, inc.",2390,brooklyn,4,17180.0,17180.0,17180.0,,0.001,99986.0,0.0,57332.0,17180.0,57332.0,0.0,,-64660.0,-109589.0,-108464.0,0.0,-300406.0,-40152.0
avanti acquisition corp.,6770,newark,4,601224387.0,1215770.0,1194821.0,,,997.0,,95928721.0,601224387.0,5443.0,601412490.0,-600000000.0,-217669.0,-25755683.0,-225770.0,,-25755683.0,5000006.0
avanti acquisition corp.,6770,newark,4,601030482.0,1012847.0,432914.0,,,,,70832620.0,601030482.0,203461.0,,,-761907.0,24902196.0,-400941.0,,-853487.0,5000002.0
video display corp,3670,tucker,4,8798000.0,6546000.0,842000.0,,,7293000.0,,5269000.0,8798000.0,3604000.0,-32000.0,-23000.0,604000.0,-745000.0,-784000.0,1039000.0,12237000.0,3529000.0
"chargepoint holdings, inc.",3790,campbell,4,753071000.0,693915000.0,609809000.0,464318000.0,0.0001,31000.0,38000.0,268731000.0,753071000.0,104897000.0,505988000.0,-4138000.0,-37539000.0,82289000.0,-46598000.0,31211000.0,-597125000.0,484340000.0
"ouster, inc.",3569,san francisco,4,290016000.0,269298000.0,257165000.0,245803000.0,0.0001,16000.0,0.0,38261000.0,290016000.0,11411000.0,258799000.0,-597000.0,-12399000.0,-20957000.0,-16302000.0,9101000.0,-230332000.0,251755000.0
jialijia group corp ltd,5090,"changzhou, jiangsu",4,4550.0,4550.0,1733.0,1338.0,0.001,635.0,,3050923.0,4550.0,3050923.0,4712.0,,-3344.0,-13119.0,-13119.0,,-4818505.0,-2283451.0
apex 11 inc.,6770,carefree,4,,,,,0.0001,2153.0,,1135.0,,,,,,-1135.0,,,-71038.0,-1135.0
"palayan resources, inc.",1040,metro manila,4,99755.0,98889.0,98889.0,98812.0,0.001,34377.0,,386569.0,99755.0,30168.0,395600.0,-1123.0,-295665.0,-460504.0,-441653.0,866.0,-711941.0,-286814.0
byrna technologies inc.,3690,andover,4,22033000.0,14428000.0,,-4311000.0,0.001,20000.0,183000.0,8883000.0,22033000.0,7978000.0,2669000.0,-3855000.0,-2864000.0,2037000.0,1612000.0,1187000.0,-48450000.0,13150000.0
arts way manufacturing co inc,3523,armstrong,4,20670260.0,12050207.0,5218.0,2534.0,0.01,45735.0,-67423.0,10903335.0,20670260.0,8176704.0,1653531.0,-310958.0,-1340039.0,64090.0,-219742.0,5232017.0,6192708.0,9766925.0
"creative waste solutions, inc.",1000,boca raton,4,393593.0,393.0,393.0,,0.001,6016.0,,1197747.0,393593.0,1197747.0,208575.0,-50000.0,-161314.0,-190310.0,-162128.0,36700.0,-3821778.0,-804154.0
fccc inc,6770,carmel,4,70000.0,70000.0,66000.0,,,800000.0,0.0,71000.0,70000.0,,,,-62000.0,-62000.0,,,-9197000.0,-1000.0
bylog group corp.,7374,dalian city district zhongshan,4,832.0,832.0,,,0.001,11405.0,,259113.0,832.0,259113.0,195382.0,,-195382.0,-81193.0,,,-291331.0,-258281.0
"tribus enterprises, inc.",5084,spokane valley,4,2626983.0,897792.0,,994377.0,0.001,34421.0,,1177439.0,2626983.0,800629.0,2262074.0,149155.0,-1416852.0,-1127899.0,-1046363.0,1625022.0,-4846378.0,1449544.0
chase corp,3640,westwood,2,390234000.0,194491000.0,102947000.0,,0.1,946000.0,3454000.0,,390234000.0,27197000.0,-7842000.0,-33106000.0,43000000.0,34297000.0,45547000.0,24685000.0,325006000.0,335286000.0
voxx international corp,5065,hauppauge,2,525838000.0,297592000.0,36710000.0,-22694000.0,,,484000.0,144840000.0,525838000.0,121615000.0,-1755000.0,-3927000.0,-17043000.0,2716000.0,-356000.0,51659000.0,151622000.0,410042000.0
"artelo biosciences, inc.",2834,solana beach,4,12339763.0,10300283.0,10052288.0,7910216.0,0.001,23149.0,,,12339763.0,423943.0,12515228.0,-1176.0,-4599685.0,-2249792.0,-5554133.0,63.0,-15015976.0,11915820.0
yubo international biotech ltd,3845,beijing,4,3907379.0,1207389.0,126313.0,,0.001,0.0,-438675.0,2980858.0,3907379.0,1494662.0,127164.0,-451555.0,-1002578.0,-438675.0,-438570.0,527936.0,-1381669.0,926521.0
qdm international inc.,6411,shanghai,4,151054.0,151054.0,35605.0,,0.0001,169.0,,,151054.0,561552.0,323553.0,,-350728.0,-307702.0,-314475.0,,-9638955.0,-410498.0
pepsico inc,2080,purchase,1,92385000000.0,21597000000.0,5449000000.0,-2708000000.0,0.0167,23000000.0,642000000.0,76987000000.0,92385000000.0,23623000000.0,-4944000000.0,-116000000.0,2340000000.0,4072000000.0,5441000000.0,21619000000.0,64605000000.0,15299000000.0
micropac industries inc,3674,garland,4,32862000.0,27618000.0,13053000.0,,0.1,308000.0,161000.0,,32862000.0,2594000.0,-258000.0,-970000.0,-338000.0,1293000.0,1132000.0,5124000.0,,30201000.0
mountain crest acquisition corp ii,8000,new york,4,58024919.0,521122.0,392903.0,368139.0,0.0001,246.0,,2080833.0,58024919.0,68333.0,58080907.0,-57500000.0,-212768.0,-147635.0,-151432.0,,-149321.0,5000002.0
"kins technology group, inc.",6770,palo alto,4,280024152.0,1210255.0,780000.0,-240537.0,,,,25656054.0,280024152.0,344054.0,,,-240537.0,5909731.0,-397205.0,,1825231.0,5000007.0
recharge acquisition corp.,6770,west carrollton,4,203739180.0,1253768.0,1089018.0,-216287.0,,,,21132250.0,203739180.0,348490.0,,,-216287.0,14897414.0,-217961.0,,-3999878.0,5000009.0
sono tek corp,3690,milton,4,16383149.0,13173252.0,5793647.0,1709569.0,0.01,155026.0,84888.0,4144078.0,16383149.0,3961067.0,,987564.0,722005.0,,342908.0,,2997913.0,12239071.0
america great health,2834,alhambra,4,3894.0,3894.0,166.0,,,0.0,800.0,,3894.0,218901.0,39623.0,,-39559.0,-51916.0,-46151.0,,-3286642.0,-215007.0
america great health,2834,alhambra,4,3857.0,3857.0,98.0,,,0.0,0.0,,3857.0,220047.0,2182.0,,-2250.0,-2671.0,-1182.0,,-3289314.0,-216190.0
america great health,2834,alhambra,4,368939.0,217609.0,62651.0,,,0.0,0.0,619769.0,368939.0,517862.0,65330.0,,-2845.0,-36268.0,-35821.0,,-3325582.0,-250829.0
america great health,2834,alhambra,4,175553.0,36348.0,25253.0,,,0.0,0.0,472164.0,175553.0,383003.0,122112.0,,-97025.0,-13455941.0,-13450666.0,,-16742583.0,-296611.0
"cls holdings usa, inc.",5900,miami,4,10601057.0,3872068.0,2231934.0,,0.0001,12683.0,0.0,21648726.0,10601057.0,20583518.0,-3999168.0,1363025.0,-2056659.0,-5707184.0,-456326.0,3533038.0,-82553308.0,-11047669.0
"powerbridge technologies co., ltd.",7371,guangdong,4,106183267.0,34763945.0,8400000.0,2445280.0,0.0017,76296.0,-80532.0,,106183267.0,33489750.0,70043789.0,-65904533.0,1051741.0,,-3287827.0,7184101.0,-28234492.0,72805544.0
"gridiron bionutrients, inc.",2834,scottsdale,4,63174.0,51552.0,31202.0,,0.001,188.0,,,63174.0,105274.0,0.0,0.0,13321.0,796156.0,-160549.0,897.0,-2790889.0,-42100.0
"aspen group, inc.",8200,new york,4,80806906.0,31537183.0,8513290.0,-4240686.0,0.001,25067.0,32644.0,31716432.0,80806906.0,15417624.0,3751039.0,-8977303.0,985578.0,-2319986.0,-8244148.0,12655342.0,-58158003.0,49090474.0
visiber57 corp.,7372,"san po kong, kowloon",4,4664.0,4664.0,,,0.0001,1320.0,,301261.0,4664.0,301261.0,,,,-10741.0,,,-321097.0,-296597.0
globe net wireless corp.,7370,hong kong,4,115602.0,,492.0,-1731.0,0.001,10800.0,,363529.0,115602.0,,85000.0,,-86731.0,-73323.0,-3654.0,,-402009.0,-247927.0
"petvivo holdings, inc.",3841,edina,4,835247.0,147153.0,23578.0,12996.0,0.001,6799.0,,1732226.0,835247.0,1405048.0,1220489.0,-160164.0,-1047329.0,-3522780.0,-1958988.0,214038.0,-58111426.0,-896979.0
semileds corp,3674,chu-nan,4,15637000.0,7185000.0,1666000.0,-1151000.0,0.0,,,14065000.0,15637000.0,9793000.0,-55000.0,168000.0,-826000.0,-64000.0,-2071000.0,5462000.0,-179376000.0,1528000.0
"kalvista pharmaceuticals, inc.",2834,cambridge,4,272013000.0,264264000.0,50592000.0,34803000.0,0.001,24000.0,0.0,,272013000.0,9774000.0,212117000.0,-147654000.0,-30171000.0,-46244000.0,-57923000.0,1791000.0,-167836000.0,257193000.0
"nurix therapeutics, inc.",2834,san francisco,4,517981000.0,396281000.0,188207000.0,68851000.0,0.001,44000.0,139000.0,119803000.0,517981000.0,46844000.0,151830000.0,-59497000.0,-23482000.0,-26382000.0,-50936000.0,8345000.0,-154355000.0,398178000.0
"kura sushi usa, inc.",5812,irvine,4,130434000.0,20401000.0,4701000.0,-4558000.0,,,30000.0,92777000.0,130434000.0,16941000.0,16662000.0,-11523000.0,-9697000.0,770000.0,-9227000.0,51783000.0,-24088000.0,37657000.0
makemytrip ltd,4700,gurgaon,1,1309010000.0,,,,,,,417823000.0,,,,,,,,,,
"noble vici group, inc.",7389,singapore,4,8865442.0,5291014.0,48214.0,-175313.0,0.0001,21080.0,1272.0,12113683.0,8865442.0,10532553.0,1356848.0,-161591.0,-1405488.0,-1676479.0,-1955396.0,3570210.0,-139375793.0,-3188934.0
trend innovations holding inc.,7374,vilnius,4,868680.0,672704.0,60364.0,,0.001,,,,868680.0,1143682.0,27864.0,21368.0,-16169.0,-248022.0,248022.0,1500.0,-315060.0,-275002.0
"delta air lines, inc.",4512,atlanta,1,75309000000.0,19666000000.0,10357000000.0,1403000000.0,0.0001,0.0,-214000000.0,,75309000000.0,23573000000.0,-1120000000.0,-34000000.0,2557000000.0,-525000000.0,-582000000.0,,-953000000.0,1281000000.0
destiny media technologies inc,7372,vancouver,4,4002790.0,3454084.0,2934575.0,1093235.0,0.001,10295.0,,819411.0,4002790.0,794993.0,-218682.0,702412.0,437538.0,69594.0,287668.0,166913.0,-5880238.0,3183379.0
artificial intelligence technology solutions inc.,3714,ferndale,4,5521131.0,3841312.0,2948210.0,,0.0,35458.0,,24869001.0,5521131.0,10891007.0,4975810.0,-31242.0,-3040776.0,-35904918.0,-2151546.0,45719.0,-67426672.0,-19347870.0
"bm technologies, inc.",6022,wayne,4,47800537.0,83850.0,43178.0,-439487.0,0.0001,,297748.0,104479566.0,47800537.0,21734071.0,-128107688.0,129257573.0,-1589372.0,-69224745.0,,,-83460753.0,-83460330.0
scvx corp.,6770,washington,4,231527508.0,978661.0,917238.0,,,,,40475499.0,231527508.0,1127499.0,231339602.0,-230000000.0,-447364.0,-13120103.0,-2972440.0,,-13141317.0,5000009.0
scvx corp.,6770,washington,4,231425004.0,872751.0,767176.0,,,314.0,,27856271.0,231425004.0,1640271.0,,,-150062.0,12516724.0,-618682.0,,-624593.0,5000003.0
new vista acquisition corp,6770,chicago,4,278760101.0,2305463.0,1629727.0,,,325.0,,30290839.0,278760101.0,393992.0,278550188.0,-276000000.0,-920461.0,-1565932.0,-205535.0,,-1574996.0,5000002.0
sustainable opportunities acquisition corp.,1000,dallas,4,301443357.0,1369713.0,1169714.0,,,727.0,,37306519.0,301443357.0,4756519.0,302634932.0,-300000000.0,-129587.0,31869620.0,-3014922.0,,-35937557.0,-35936807.0
e.merge technology acquisition corp.,6770,burlingame,4,601147770.0,976618.0,719188.0,-230734.0,,580.0,387.0,42166853.0,601147770.0,222853.0,,,-230734.0,11291244.0,-196202.0,,2771901.0,5000007.0
"livexlive media, inc.",5812,west hollywood,4,85769000.0,35271000.0,18635000.0,,0.001,77000.0,-345000.0,77633000.0,85769000.0,50962000.0,16632000.0,-791000.0,-9508000.0,-41820000.0,-29370000.0,4367000.0,-169941000.0,8136000.0
oramed pharmaceuticals inc.,2834,new york,4,80492000.0,72233000.0,57414000.0,38118000.0,0.012,366000.0,,,80492000.0,5750000.0,47869000.0,5283000.0,-15039000.0,-5207000.0,-16813000.0,389000.0,-107999000.0,68118000.0
"aurasource, inc.",1040,chandler,4,95998.0,65887.0,65887.0,30672.0,,68208.0,,5102508.0,95998.0,5096700.0,102232.0,5481.0,-41542.0,-926819.0,-620129.0,,-19463917.0,-5006510.0
aircastle ltd,7359,stamford,4,7658410000.0,,642910000.0,65005000.0,0.01,0.0,-8292000.0,5937093000.0,7658410000.0,,-9534000.0,4549000.0,69990000.0,-9753000.0,,,235540000.0,1721317000.0
"bab, inc.",5812,deerfield,4,4219093.0,1979282.0,1360173.0,188370.0,0.001,13508257.0,,1371326.0,4219093.0,927131.0,-145271.0,,333641.0,420024.0,259135.0,1522.0,-11424743.0,2847767.0
"adm tronics unlimited, inc.",3845,northvale,4,5214099.0,2974907.0,1546950.0,108236.0,0.0005,33794.0,-68000.0,2455873.0,5214099.0,1463979.0,877873.0,,-769637.0,-598276.0,-680478.0,22271.0,-30587240.0,2758226.0
"bloomios, inc.",1040,santa barbara,4,3193657.0,450711.0,72205.0,,0.0,125.0,0.0,4457673.0,3193657.0,3483329.0,1952821.0,-2702687.0,821026.0,-1170666.0,-1062832.0,2070416.0,-4324061.0,-1264016.0
"bloomios, inc.",1040,santa barbara,4,3959587.0,1272881.0,890106.0,,0.0,137.0,0.0,5433728.0,3959587.0,5016470.0,778109.0,-43528.0,83320.0,-1568475.0,-45804.0,2017838.0,-5892536.0,-1474141.0
instadose pharma corp.,2510,chesapeake,4,5.0,,5.0,,0.0001,7500.0,,,5.0,60409.0,0.0,0.0,-60.0,-47962.0,-166489.0,,-166489.0,-60404.0
singing machine co inc,3652,fort lauderdale,4,16761911.0,12979306.0,396579.0,51379.0,,,456869.0,8852373.0,16761911.0,7034199.0,81523.0,-201161.0,171017.0,2172365.0,1425351.0,674153.0,-12254191.0,7909538.0
"calethos, inc.",6798,sugar land,4,13000.0,13000.0,11000.0,11000.0,0.001,17000.0,,1207000.0,13000.0,1207000.0,90000.0,,-79000.0,-92000.0,-75000.0,,-10174000.0,-1194000.0
"novo integrated sciences, inc.",3510,bellevue,4,42227512.0,10831847.0,8367045.0,6299327.0,0.001,26489.0,,5617387.0,42227512.0,3523583.0,7162046.0,-681409.0,-279280.0,-411187.0,-2485640.0,549902.0,-19029654.0,36670755.0
nextplay technologies inc.,4700,sunrise,4,49781077.0,34814240.0,7525898.0,4884910.0,0.0,234.0,,28199038.0,49781077.0,28199038.0,27552973.0,-20430177.0,-2237886.0,-7467914.0,-4455487.0,121568.0,-140910961.0,21526052.0
fellazo corp,2750,putrajaya,4,7412.0,7412.0,6665.0,,0.001,86264.0,0.0,1327767.0,7412.0,1327767.0,,-62180.0,61909.0,-230111.0,-230111.0,,-1326781.0,-1320355.0
"tpt global tech, inc.",4899,san diego,4,13058410.0,486185.0,174679.0,,0.001,873065.0,0.0,37931507.0,13058410.0,33201347.0,306380.0,-144481.0,-6529.0,-1740078.0,-1534474.0,2134718.0,-42615996.0,-29821314.0
cannabics pharmaceuticals inc.,2834,bethesda,4,3801943.0,2126916.0,1968291.0,,0.0001,14266.0,,,3801943.0,1470000.0,2456750.0,645025.0,-1911094.0,-1323775.0,-2003853.0,693870.0,-16144568.0,2331943.0
"simulations plus, inc.",7373,lancaster,4,179083000.0,138698000.0,58811000.0,,0.001,131994000.0,1433000.0,13685000.0,179083000.0,7340000.0,-2191000.0,865000.0,10930000.0,3787000.0,11079000.0,1260000.0,33310000.0,165398000.0
"sonoma pharmaceuticals, inc.",2834,woodstock,4,14987000.0,12983000.0,4220000.0,529000.0,0.0001,2000.0,713000.0,9624000.0,14987000.0,4078000.0,3308000.0,388000.0,-3378000.0,-3950000.0,-3449000.0,360000.0,-179277000.0,5363000.0
